datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/08/12 16:45:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PORTO REAL,Mata Atlantica,43,0,1,-22.4500,-44.3350,7.7
2020/08/12 16:45:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,41,0,0.9,-22.4430,-43.7330,11.1
2020/08/12 16:45:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,41,0,1,-22.4410,-43.7230,81.3
2020/08/12 16:45:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,40,0,1,-22.4320,-43.7250,33.7
2020/08/12 16:45:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,40,0,1,-22.4310,-43.7150,8.1
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARACAMBI,Mata Atlantica,33,0,1,-22.6730,-43.7950,6.6
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,44,0,1,-22.7110,-43.6740,7
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SAQUAREMA,Mata Atlantica,41,0,0.9,-22.8310,-42.4660,11
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SAQUAREMA,Mata Atlantica,41,0,0.9,-22.8320,-42.4750,10.4
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0,-999,-22.8460,-43.3850,6.2
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,42,0,1,-21.5270,-41.2550,6.9
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,42,0,1,-21.5280,-41.2650,23.8
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,43,0,1,-21.6480,-41.3880,15
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,43,0,1,-21.6490,-41.3970,13.7
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,42,0,1,-21.5190,-41.2660,13.3
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,42,0,1,-21.5180,-41.2570,6.9
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PINHEIRAL,Mata Atlantica,15,0,1,-22.5440,-43.9500,21.1
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PINHEIRAL,Mata Atlantica,15,0,1,-22.5430,-43.9390,102.7
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ITATIAIA,Mata Atlantica,8,0,1,-22.5260,-44.6050,8.9
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,44,0,0.9,-22.4950,-42.6250,6.3
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,26,0,1,-22.4920,-43.8120,20.5
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,29,0,1,-22.4900,-43.8010,15.3
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,37,0,1,-22.4400,-44.4850,33.4
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,40,0,1,-22.4380,-44.4730,7.8
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,37,0,0.9,-22.4300,-44.4860,22.3
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,15,0.2,0.9,-22.1590,-42.4470,8
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,18,0.2,0.9,-22.1570,-42.4380,47.7
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,20,0.2,0.8,-22.1560,-42.4280,5.2
2020/08/14 16:35:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,19,0.2,0.8,-22.1480,-42.4390,6.3
2020/08/16 16:22:33,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,43,1.6,0.9,-21.3820,-41.3980,
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,47,0.7,1,-22.4550,-44.4270,23.5
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ITATIAIA,Mata Atlantica,11,0.2,1,-22.5180,-44.6010,44.7
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,QUATIS,Mata Atlantica,32,0,1,-22.3600,-44.1790,31.9
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,QUATIS,Mata Atlantica,32,0,1,-22.3610,-44.1740,26.4
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PINHEIRAL,Mata Atlantica,15,0,1,-22.5300,-43.9460,38.5
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MARICA,Mata Atlantica,45,0,1,-22.8440,-42.7690,46.1
2020/08/15 17:15:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ITABORAI,Mata Atlantica,45,0,1,-22.8650,-42.8690,29
2020/08/17 17:01:39,AQUA_M-T,Brasil,RIO DE JANEIRO,NOVA FRIBURGO,Mata Atlantica,27,5.2,0.3,-22.2260,-42.5130,
2020/08/18 16:07:37,AQUA_M-T,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,1,0.4,0.6,-22.7460,-43.7540,28.8
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,DUAS BARRAS,Mata Atlantica,1,0.3,0.8,-22.0880,-42.5070,13.2
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENCA,Mata Atlantica,0,0,1,-22.2360,-43.7240,32.7
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,3,0,1,-21.2620,-41.2580,54.3
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,43,0,1,-21.2410,-41.8610,12.7
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO BONITO,Mata Atlantica,2,0,1,-22.7330,-42.6970,10
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,DUQUE DE CAXIAS,Mata Atlantica,-999,0,1,-22.6890,-43.2350,18.1
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,2,0.1,1,-22.6940,-43.7100,12.3
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,PARACAMBI,Mata Atlantica,2,0,0.4,-22.5950,-43.7240,8
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,PATY DO ALFERES,Mata Atlantica,0,0,1,-22.4230,-43.4250,13.6
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,1,0,0.6,-22.2730,-42.8880,62.6
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,0,0,0.8,-22.2750,-42.9010,60.7
2020/08/19 16:49:56,AQUA_M-T,Brasil,RIO DE JANEIRO,PATY DO ALFERES,Mata Atlantica,1,0,1,-22.3300,-43.4250,7.9
2020/08/24 17:07:38,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,2,0,1,-21.5180,-41.3210,39.8
2020/08/24 17:07:38,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,2,0,1,-21.5260,-41.3550,38.5
2020/08/24 17:07:38,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,2,0,1,-21.5130,-41.3270,40.6
2020/08/24 17:07:38,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,2,0,1,-21.5200,-41.3610,22.6
2020/08/25 16:18:40,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,3,0,1,-21.7410,-41.3680,7.7
2020/08/25 16:18:40,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,3,0,1,-21.6330,-41.4020,6.3
2020/08/25 16:18:40,AQUA_M-T,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,3,0,1,-21.2170,-41.8390,25.2
2020/08/25 16:18:40,AQUA_M-T,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,2,0,1,-21.2140,-41.8450,13.5
2020/08/26 16:56:04,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,,,,-22.6680,-44.0380,10.3
2020/08/26 16:56:04,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,,,,-22.2490,-43.4880,16.3
2020/08/26 16:56:04,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,,,,-22.6600,-44.0530,18.6
2020/08/26 16:56:04,AQUA_M-T,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,,,,-22.1710,-43.1030,15.6
2020/08/27 16:01:41,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,5,0,0.7,-22.4850,-43.7860,46.2
2020/08/27 16:01:41,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,5,0,1,-22.4880,-43.8230,65.1
2020/08/27 16:01:41,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,5,0,0.8,-22.4780,-43.7790,33
2020/08/27 16:01:41,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,5,0,1,-22.4810,-43.8170,107.1
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,6,0,0.9,-22.7410,-43.7630,6.6
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,6,0,0.8,-22.7470,-43.8640,10.6
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,6,0,1,-22.7360,-43.8560,7.3
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,6,0,0.9,-22.7370,-43.8660,76
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,6,0,1,-22.5860,-44.1480,10
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,6,0,1,-22.5780,-44.1450,16.4
2020/08/28 16:45:45,AQUA_M-T,Brasil,RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,Mata Atlantica,6,0,1,-22.0540,-43.2300,13
2020/08/29 17:26:29,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,7,0,1,-22.5570,-44.1090,135.4
2020/08/29 17:26:29,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,7,0,1,-22.5500,-44.0680,91.6
2020/08/29 17:26:29,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,7,0,1,-22.5600,-44.1130,111.1
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENCA,Mata Atlantica,8,0,0.8,-22.2500,-43.7730,20.5
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,8,0,1,-22.7780,-44.1680,7.2
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,ITAGUAI,Mata Atlantica,8,0,1,-22.7190,-43.7910,14.5
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,8,0,1,-22.7660,-44.1480,44.4
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,8,0,1,-22.7670,-44.1590,51.4
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,8,0,0.8,-22.4880,-43.1500,16
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,8,0,1,-22.5620,-44.0680,37.9
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,8,0,1,-22.5640,-44.0780,20.2
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,8,0,1,-22.5530,-44.0690,41
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,8,0,0.9,-22.5540,-44.0800,58.2
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,8,0,0.9,-22.6070,-44.4920,5
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,MENDES,Mata Atlantica,8,0,0.8,-22.4990,-43.7280,5.7
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,8,0,0.9,-22.4630,-44.0770,22.7
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,8,0,1,-22.2900,-43.3910,26.1
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,8,0,1,-22.2920,-43.4020,27.5
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,8,0,1,-22.2810,-43.3930,16.6
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,8,0,1,-22.2830,-43.4030,20.3
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,QUATIS,Mata Atlantica,8,0,0.9,-22.3600,-44.1710,6.7
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,QUATIS,Mata Atlantica,8,0,1,-22.3500,-44.1730,65.2
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,8,0,1,-22.1640,-43.2000,14
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,8,0,1,-22.1660,-43.2100,39.4
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,8,0,1,-22.1550,-43.2010,51.2
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,8,0,1,-22.1560,-43.2110,108.4
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,PARAIBA DO SUL,Mata Atlantica,8,0,1,-22.1530,-43.2530,11.9
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,4,0,1,-21.6240,-41.3330,22.1
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,PARATY,Mata Atlantica,8,0,0.5,-23.2640,-44.7100,20.1
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,8,0,0.8,-22.7450,-43.7650,10.6
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,8,0,0.5,-22.7750,-44.1460,41
2020/08/30 16:31:40,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,8,0,1,-22.7770,-44.1570,67.6
2020/08/31 17:14:34,AQUA_M-T,Brasil,RIO DE JANEIRO,PARAIBA DO SUL,Mata Atlantica,9,0,1,-22.2400,-43.3260,29.6
2020/09/01 16:22:29,AQUA_M-T,Brasil,RIO DE JANEIRO,ITABORAI,Mata Atlantica,10,0,1,-22.8620,-42.8640,13.7
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,DUAS BARRAS,Mata Atlantica,13,0,0.9,-22.0580,-42.4670,8.7
2020/09/03 16:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,8,0,1,-21.6000,-41.2220,10.3
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARAIBA DO SUL,Mata Atlantica,13,0,1,-22.2330,-43.3350,14.9
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CARDOSO MOREIRA,Mata Atlantica,11,0,1,-21.5260,-41.3890,12.5
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,13,0,0.8,-22.3910,-42.8700,15.1
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,12,0,1,-22.6380,-42.6270,19.7
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,13,0,1,-22.6340,-44.0370,9
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,13,0,1,-22.6310,-44.0440,11
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MENDES,Mata Atlantica,13,0.5,1,-22.5410,-43.7860,13.1
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,13,0,1,-22.4240,-43.7550,23.2
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PATY DO ALFERES,Mata Atlantica,13,0,1,-22.3870,-43.4050,16.2
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PATY DO ALFERES,Mata Atlantica,13,0,1,-22.3780,-43.4070,24.2
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,13,0,1,-22.5860,-44.4030,7.7
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,13,0,1,-22.5760,-44.4050,13.6
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ITATIAIA,Mata Atlantica,12,0,1,-22.4920,-44.6440,10.8
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,-999,0,1,-22.0700,-41.2160,17.6
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,13,0,1,-21.5510,-42.2670,16.4
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,-999,0,1,-22.0740,-41.2210,13.1
2020/09/04 16:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CARDOSO MOREIRA,Mata Atlantica,11,0,1,-21.5290,-41.4060,12.2
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARAIBA DO SUL,Mata Atlantica,14,0,1,-22.2190,-43.2980,41.6
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,1,-22.6580,-42.7600,41.5
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,0.9,-22.6550,-42.7210,50.3
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,0.9,-22.6740,-42.7530,111.8
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,1,-22.6710,-42.7180,146.8
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,0.9,-22.6630,-42.7540,187.8
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,14,0,0.9,-22.6600,-42.7160,155
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARAIBA DO SUL,Mata Atlantica,14,0,1,-22.2170,-43.3020,53
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,Mata Atlantica,14,0,0.9,-22.2100,-43.0190,35
2020/09/05 15:55:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,Mata Atlantica,14,0,1,-22.1970,-43.0160,36.9
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,15,0,1,-22.3100,-43.1840,21.7
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,AREAL,Mata Atlantica,15,0,0.9,-22.3090,-43.1750,30.7
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,15,0,1,-22.3080,-43.5580,147.4
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,15,0,1,-22.3070,-43.5480,222
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,15,0,1,-22.2990,-43.5590,24
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,15,0,1,-22.2980,-43.5500,25.3
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,15,0,1,-22.2910,-43.5700,16
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,15,0,1,-22.1840,-43.4560,11.6
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,15,0,1,-22.1820,-43.4460,17.3
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,15,0,1,-22.6930,-44.0030,22.7
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARACAMBI,Mata Atlantica,15,0,1,-22.6040,-43.6980,7.2
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,14,1.1,0.8,-22.4980,-43.1500,36.8
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PARATY,Mata Atlantica,15,0,0.7,-23.0350,-44.7670,16.3
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,15,0,0.7,-22.7820,-44.2540,8.7
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,15,0,0.9,-22.5610,-44.3230,8.4
2020/09/06 16:40:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,15,0,1,-22.5600,-44.3130,10.9
2020/09/07 17:25:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,16,0,1,-22.2760,-43.5590,39.4
2020/09/07 17:25:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENCA,Mata Atlantica,16,0,1,-22.2850,-43.5970,45.4
2020/09/07 17:25:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,16,0,1,-22.2890,-43.5640,99.9
2020/09/07 17:25:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VALENCA,Mata Atlantica,16,0,1,-22.2970,-43.6020,42.4
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RESENDE,Mata Atlantica,17,0,1,-22.5330,-44.4170,17.2
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,17,0,1,-22.4610,-43.9030,8.8
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,17,0,1,-22.7230,-42.3430,22.7
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MIGUEL PEREIRA,Mata Atlantica,17,0,1,-22.5160,-43.5220,13.7
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.5690,-41.2710,47.9
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,17,0,1,-21.4990,-42.2450,4.7
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.9180,-41.3410,9.8
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.5710,-41.2810,9.9
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,-999,0,1,-22.0710,-41.2390,4.8
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA DO PIRAI,Mata Atlantica,17,0,1,-22.4590,-43.8010,8.1
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,BARRA MANSA,Mata Atlantica,17,0,1,-22.5590,-44.1340,18.8
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,17,0,1,-21.3910,-41.7700,13.3
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,AREAL,Mata Atlantica,17,0,0.9,-22.3090,-43.1640,17
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,17,0,0.9,-22.3180,-43.1630,82
2020/09/08 16:30:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,17,0,1,-22.2770,-43.5620,26.3
